N,Phosphorous,Potassium,Ph,Soil_Moisture,CEC,SEASON,Suitable_Label
47,46,52,6.502289473,5.5,35,Rabi       ,"cotton,jute,coffee"
32,68,52,6.800321319,6.5,31,Rabi       ,"mothbeans,rice,muskmelon"
36,59,46,6.721130543,5,30,Rabi       ,"rice,muskmelon,mango"
61,51,51,6.574677594,4,25,Rabi       ,"maize,grapes,blackgram"
70,54,46,6.919342407,5.5,27,Rabi       ,chickpea
44,56,49,6.519779583,5.5,28,Rabi       ,"pigeonpeas,apple,coffee"
34,68,51,6.687088098,6.5,31,Rabi       ,"banana,mothbeans,mungbean"
50,59,47,6.747975732,4,32,Rabi       ,"lentil,pomegranate,watermelon"
39,70,52,6.65149129,6,33,Rabi       ,"orange,papaye,coconut"
34,61,49,6.502675132,5,36,Rabi       ,"cotton,jute,coffee"
44,60,55,6.825371185,5.5,39,Rabi       ,"mothbeans,rice,muskmelon"
31,62,52,6.99104104,5.5,7,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
65,62,51,6.511624841,5.5,6,Whole Year ,"pigeonpeas,apple,coffee"
44,57,53,6.93172108,5.5,44,Whole Year ,"banana,mothbeans,mungbean"
50,47,48,6.712772333,5.5,42,Whole Year ,"lentil,pomegranate,watermelon"
43,50,48,6.63016515,5.5,43,Whole Year ,"orange,papaye,coconut"
60,46,53,6.761953186,5.5,44,Whole Year ,"cotton,jute,coffee"
70,68,55,6.691202286,5.5,42,Whole Year ,"mothbeans,rice,muskmelon"
59,62,52,6.608667684,5.5,33,Whole Year ,"rice,muskmelon,mango"
60,58,51,6.840802254,5.5,32,Whole Year ,"maize,grapes,blackgram"
42,60,47,6.834808348,5,35,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
35,66,47,6.953439161,5.5,31,Kharif     ,"pigeonpeas,apple,coffee"
34,65,48,6.665024508,5.5,30,Kharif     ,"banana,mothbeans,mungbean"
36,54,46,6.662875839,6.5,25,Kharif     ,"lentil,pomegranate,watermelon"
39,64,52,6.678695788,5,27,Kharif     ,"orange,papaye,coconut"
37,52,47,6.54277684,4,28,Kharif     ,"cotton,jute,coffee"
33,47,46,6.839443833,5.5,31,Kharif     ,"mothbeans,rice,muskmelon"
34,48,48,6.805277038,5.5,32,Kharif     ,"rice,muskmelon,mango"
49,54,50,6.762522087,6.5,33,Kharif     ,"maize,grapes,blackgram"
40,65,49,6.678449318,4,36,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
68,52,49,6.577192175,6,39,Kharif     ,"pigeonpeas,apple,coffee"
50,46,52,6.734005648,5,7,Kharif     ,"banana,mothbeans,mungbean"
65,63,50,6.524459342,5.5,6,Kharif     ,"lentil,pomegranate,watermelon"
40,49,47,6.501521192,5.5,44,Whole Year ,"chickpea,kidneybeans"
42,53,48,6.758479569,5.5,42,Whole Year ,"pigeonpeas,apple,coffee"
49,55,51,6.676578778,5.5,43,Whole Year ,"banana,mothbeans,mungbean"
59,62,49,6.941496806,5.5,44,Whole Year ,"lentil,pomegranate,watermelon"
63,58,47,6.864143752,5.5,42,Whole Year ,"orange,papaye,coconut"
70,65,52,6.583528529,5.5,33,Whole Year ,"cotton,jute,coffee"
63,50,52,6.751747609,5.5,32,Whole Year ,"mothbeans,rice,muskmelon"
40,64,47,6.893509446,5.5,35,Kharif     ,"rice,muskmelon,mango"
63,58,50,6.720744449,5.5,31,Kharif     ,"maize,grapes,blackgram"
45,58,49,6.827812549,5,30,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
66,69,47,6.912299695,5.5,25,Whole Year ,"pigeonpeas,apple,coffee"
54,67,52,6.586107335,5.5,27,Whole Year ,"banana,mothbeans,mungbean"
69,67,52,6.827305908,6.5,28,Whole Year ,"lentil,pomegranate,watermelon"
67,68,49,6.821774589,5,31,Whole Year ,"orange,papaye,coconut"
45,57,47,6.656458831,4,32,Whole Year ,"cotton,jute,coffee"
56,50,52,6.770384816,5.5,33,Kharif     ,"mothbeans,rice,muskmelon"
70,50,53,6.933809743,5.5,36,Whole Year ,"rice,muskmelon,mango"
44,47,45,6.579441304,6.5,39,Whole Year ,"maize,grapes,blackgram"
50,60,47,6.92791761,4,7,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
52,51,53,6.985804083,6,6,Whole Year ,"pigeonpeas,apple,coffee"
35,68,45,6.612429546,5,44,Whole Year ,"banana,mothbeans,mungbean"
68,69,52,6.813383387,5.5,42,Whole Year ,"lentil,pomegranate,watermelon"
32,55,52,6.9677596,5.5,43,Whole Year ,"cotton,jute,coffee"
32,55,51,6.57398033,5.5,44,Whole Year ,"mothbeans,rice,muskmelon"
48,62,47,6.803094965,5.5,42,Kharif     ,"rice,muskmelon,mango"
39,69,53,6.964955435,5.5,33,Whole Year ,"maize,grapes,blackgram"
49,61,45,6.764213299,5.5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
48,57,54,6.617703178,5.5,35,Whole Year ,"pigeonpeas,apple,coffee"
69,66,49,6.52711001,5.5,31,Whole Year ,"banana,mothbeans,mungbean"
53,55,55,6.709668804,5.5,30,Whole Year ,"lentil,pomegranate,watermelon"
38,61,52,6.620729882,5.5,25,Whole Year ,chickpea
57,64,55,6.583760499,5,27,Whole Year ,"pigeonpeas,apple,coffee"
51,57,55,6.676407337,5.5,28,Whole Year ,"banana,mothbeans,mungbean"
56,65,45,6.751298936,5.5,31,Kharif     ,lentil
54,66,52,6.867554147,6.5,32,Whole Year ,"orange,papaye"
58,55,47,6.742490027,5,33,Whole Year ,"cotton,jute,coffee"
68,70,54,6.986228647,4,36,Whole Year ,"mothbeans,rice,muskmelon"
42,59,55,6.979102243,5.5,39,Whole Year ,"rice,muskmelon,mango"
43,64,47,6.825664782,5.5,7,Whole Year ,"maize,grapes,blackgram"
35,67,49,6.617066674,6.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
56,59,55,6.551892638,4,44,Whole Year ,"pigeonpeas,apple,coffee"
39,64,53,6.598860305,6,42,Whole Year ,"banana,mothbeans,mungbean"
18,30,29,6.420018717,5,43,Kharif     ,"lentil,pomegranate,watermelon"
37,23,28,5.740054567,5.5,44,Whole Year ,"orange,papaye,coconut"
13,28,33,5.686972967,5.5,42,Whole Year ,"cotton,jute,coffee"
2,21,35,6.293662363,5.5,33,Whole Year ,"mothbeans,rice,muskmelon"
10,18,35,6.381975465,5.5,32,Whole Year ,"rice,muskmelon,mango"
7,11,32,5.542169139,5.5,35,Whole Year ,"maize,grapes,blackgram"
39,5,31,5.551963184,5.5,31,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
34,6,27,5.860740481,5.5,30,Whole Year ,"pigeonpeas,apple,coffee"
31,30,29,5.558807063,5.5,25,Whole Year ,"banana,mothbeans,mungbean"
25,7,35,5.55771171,5.5,27,Whole Year ,"cotton,jute,coffee"
16,18,26,5.568365926,5.5,28,Whole Year ,"mothbeans,rice,muskmelon"
26,10,33,6.07071786,5,31,Whole Year ,"rice,muskmelon,mango"
27,8,32,5.627860549,5.5,32,Whole Year ,"maize,grapes,blackgram"
37,18,30,6.38488418,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
19,15,34,5.685889066,6.5,36,Whole Year ,"pigeonpeas,apple,coffee"
0,19,33,6.234458417,5,39,Whole Year ,"banana,mothbeans,mungbean"
31,20,26,6.443168642,4,7,Whole Year ,"lentil,pomegranate,watermelon"
9,17,32,5.842317989,5.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
22,11,29,5.955742971,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
31,6,26,5.741367375,6.5,42,Autumn     ,"banana,mothbeans,mungbean"
34,6,30,5.948342571,4,43,Autumn     ,"lentil,pomegranate,watermelon"
24,6,32,6.387067562,6,44,Rabi       ,"orange,papaye,coconut"
1,8,26,5.562911913,5,42,Rabi       ,"cotton,jute,coffee"
31,13,33,5.85971872,5.5,33,Rabi       ,"mothbeans,rice,muskmelon"
10,9,28,6.282955073,5.5,32,Rabi       ,"rice,muskmelon,mango"
36,27,26,6.25449571,5.5,35,Rabi       ,"maize,grapes,blackgram"
38,24,33,5.973853124,5.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
11,6,25,6.081568052,5.5,30,Rabi       ,"pigeonpeas,apple,coffee"
16,14,30,6.37466756,5.5,25,Rabi       ,"banana,mothbeans,mungbean"
33,14,35,6.027707171,5.5,27,Rabi       ,"lentil,pomegranate,watermelon"
16,6,29,5.868285082,5.5,28,Rabi       ,"orange,papaye,coconut"
32,11,31,6.205931638,5.5,31,Whole Year ,"cotton,jute,coffee"
38,14,30,5.570745386,5.5,32,Whole Year ,"mothbeans,rice,muskmelon"
8,6,33,6.095261013,5,33,Whole Year ,"rice,muskmelon,mango"
23,6,33,6.025789594,5.5,36,Kharif     ,"maize,grapes,blackgram"
29,25,35,5.542873799,5.5,39,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
24,14,33,6.366219551,6.5,7,Kharif     ,"pigeonpeas,apple,coffee"
32,12,30,5.579845008,5,6,Whole Year ,"banana,mothbeans"
30,25,31,5.804965067,4,44,Whole Year ,"cotton,jute,coffee"
14,21,35,6.121005506,5.5,42,Whole Year ,"mothbeans,rice,muskmelon"
27,22,29,6.000248647,5.5,43,Whole Year ,"rice,muskmelon,mango"
40,5,29,5.820978791,6.5,44,Whole Year ,"maize,grapes,blackgram"
17,11,32,5.620733794,4,42,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
30,30,35,6.001936419,6,33,Whole Year ,"pigeonpeas,apple,coffee"
28,10,30,6.305740522,5,32,Whole Year ,"banana,mothbeans,mungbean"
39,7,29,6.362544111,5.5,35,Kharif     ,"lentil,pomegranate,watermelon"
32,20,35,5.588655387,5.5,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
7,15,32,6.182232762,5.5,30,Kharif     ,"pigeonpeas,apple,coffee"
29,17,29,5.959493188,5.5,25,Whole Year ,"banana,mothbeans,mungbean"
34,15,34,5.677282678,5.5,27,Whole Year ,"lentil,pomegranate,watermelon"
14,23,25,5.612122797,5.5,28,Whole Year ,"orange,papaye,coconut"
18,19,29,6.206077742,5.5,31,Whole Year ,"cotton,jute,coffee"
7,21,35,5.764812076,5.5,32,Whole Year ,"mothbeans,rice,muskmelon"
24,27,34,6.203376525,5.5,33,Kharif     ,"rice,muskmelon,mango"
39,29,29,6.143662699,5.5,36,Whole Year ,"maize,grapes,blackgram"
29,8,28,6.100429497,5,39,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
10,24,27,5.708409601,5.5,7,Whole Year ,"pigeonpeas,apple,coffee"
0,29,32,5.868255858,5.5,6,Whole Year ,"banana,mothbeans"
32,11,31,6.461225827,6.5,44,Whole Year ,"lentil,pomegranate,watermelon"
37,10,32,6.165084855,5,42,Whole Year ,"orange,papaye,coconut"
20,29,27,6.047044342,4,43,Whole Year ,"cotton,jute,coffee"
31,29,35,6.137102505,5.5,44,Whole Year ,"mothbeans,rice,muskmelon"
17,30,27,5.894027065,5.5,42,Whole Year ,"rice,muskmelon,mango"
1,12,30,5.56222383,6.5,33,Whole Year ,"maize,grapes,blackgram"
6,13,29,5.832608028,4,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
15,28,32,6.218571874,6,35,Whole Year ,"pigeonpeas,apple,coffee"
27,24,29,6.142010637,5,31,Autumn     ,"banana,mothbeans,mungbean"
3,23,30,6.078807239,5.5,30,Autumn     ,"cotton,jute,coffee"
8,26,26,5.702484758,5.5,25,Rabi       ,"mothbeans,rice,muskmelon"
20,28,26,5.547594847,5.5,27,Rabi       ,"rice,muskmelon,mango"
26,18,27,5.836075368,5.5,28,Rabi       ,"maize,grapes,blackgram"
1,6,35,6.231662767,5.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
27,30,31,5.718120393,5.5,32,Rabi       ,"pigeonpeas,apple,coffee"
23,7,34,5.852038202,5.5,33,Rabi       ,"banana,mothbeans,mungbean"
0,26,31,5.547933273,5.5,36,Rabi       ,"lentil,pomegranate"
38,6,25,6.156259104,5.5,39,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
25,12,26,6.436314406,5.5,7,Rabi       ,"pigeonpeas,apple,coffee"
40,5,32,5.981169595,5,6,Rabi       ,"banana,mothbeans,mungbean"
0,19,31,6.271952833,5.5,44,Rabi       ,"lentil,pomegranate,watermelon"
26,9,32,6.470465614,5.5,42,Rabi       ,"orange,papaye"
35,30,34,6.141502001,6.5,43,Rabi       ,"cotton,jute,coffee"
19,30,30,5.826381164,5,44,Whole Year ,"mothbeans,rice,muskmelon"
31,13,33,6.342463714,4,42,Whole Year ,"rice,muskmelon,mango"
17,29,26,6.071897347,5.5,33,Whole Year ,"maize,grapes,blackgram"
2,30,30,6.331051715,5.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
30,13,25,6.413184638,6.5,35,Whole Year ,"pigeonpeas,apple,coffee"
8,15,33,5.50158009,4,31,Whole Year ,"banana,mothbeans,mungbean"
18,12,35,6.338720873,6,30,Whole Year ,"lentil,pomegranate,watermelon"
8,28,30,6.015672239,5,25,Whole Year ,"orange,papaye,coconut"
40,22,29,5.735364307,5.5,27,Whole Year ,"cotton,jute,coffee"
27,10,33,6.465906333,5.5,28,Whole Year ,"mothbeans,rice,muskmelon"
21,20,31,5.855457599,5.5,31,Whole Year ,"rice,muskmelon,mango"
3,9,35,6.318552973,5.5,32,Whole Year ,"maize,grapes,blackgram"
22,16,27,6.006784979,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
27,8,30,6.008386283,5.5,36,Kharif     ,pigeonpeas
22,8,33,5.665785202,5.5,39,Whole Year ,"banana,mothbeans,mungbean"
28,27,32,5.764615485,5.5,7,Whole Year ,maize
23,21,26,5.901495544,5.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
37,5,34,5.779032666,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
19,26,29,5.67154928,5,42,Whole Year ,"banana,mothbeans,mungbean"
133,47,24,7.231324765,5.5,43,Whole Year ,"lentil,pomegranate,watermelon"
136,36,20,6.925412377,5.5,44,Whole Year ,"orange,papaye,coconut"
104,47,18,7.633437412,6.5,42,Whole Year ,"cotton,jute,coffee"
133,47,23,6.827354668,5,33,Whole Year ,"mothbeans,rice,muskmelon"
126,38,23,6.176716425,4,32,Kharif     ,"rice,muskmelon,mango"
126,50,19,6.628722836,5.5,35,Whole Year ,"maize,grapes,blackgram"
113,41,20,7.256877571,5.5,31,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
121,45,22,6.443785385,6.5,30,Whole Year ,"pigeonpeas,apple,coffee"
121,47,16,7.723240151,4,25,Whole Year ,"banana,mothbeans,mungbean"
129,60,22,5.947448589,6,27,Whole Year ,"cotton,jute,coffee"
107,45,25,7.227745516,5,28,Whole Year ,"mothbeans,rice,muskmelon"
122,59,18,6.219469084,5.5,31,Whole Year ,"rice,muskmelon,mango"
140,38,15,6.021439523,5.5,32,Whole Year ,"maize,grapes,blackgram"
102,49,21,6.253343655,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
111,40,25,6.187455799,5.5,36,Kharif     ,"pigeonpeas,apple,coffee"
131,35,18,7.057693366,5.5,39,Whole Year ,"banana,mothbeans,mungbean"
135,43,16,6.720449769,5.5,7,Whole Year ,"lentil,pomegranate,watermelon"
100,46,18,6.431689506,5.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
123,39,24,7.453106264,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
117,56,15,7.368258226,5.5,42,Whole Year ,"banana,mothbeans,mungbean"
121,36,24,7.352401887,5.5,43,Whole Year ,"lentil,pomegranate,watermelon"
101,58,18,6.652143699,5,44,Whole Year ,"orange,papaye,coconut"
107,42,24,6.144631795,5.5,42,Whole Year ,"cotton,jute,coffee"
100,41,22,7.318802162,5.5,33,Whole Year ,"mothbeans,rice,muskmelon"
125,39,21,7.954629324,6.5,32,Whole Year ,"rice,muskmelon,mango"
105,60,23,6.207652157,5,35,Whole Year ,"maize,grapes,blackgram"
102,46,19,6.631005298,4,31,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
131,49,22,7.306918817,5.5,30,Kharif     ,"pigeonpeas,apple,coffee"
139,35,15,5.898293044,5.5,25,Whole Year ,"banana,mothbeans,mungbean"
108,36,19,7.238566893,6.5,27,Whole Year ,"lentil,pomegranate,watermelon"
118,45,23,7.977651226,4,28,Whole Year ,"orange,papaye,coconut"
107,51,22,5.983075895,6,31,Whole Year ,"cotton,jute,coffee"
125,60,17,6.785723961,5,32,Whole Year ,"mothbeans,rice,muskmelon"
113,37,20,7.393441155,5.5,33,Whole Year ,"rice,muskmelon,mango"
131,52,16,6.486068274,5.5,36,Whole Year ,"maize,grapes,blackgram"
115,48,16,7.175934962,5.5,39,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
113,38,25,7.388265888,5.5,7,Whole Year ,"pigeonpeas,apple,coffee"
111,41,18,6.10539819,5.5,6,Whole Year ,"banana,mothbeans,mungbean"
111,53,19,6.419536555,5.5,44,Whole Year ,"cotton,jute,coffee"
122,48,16,6.307585854,5.5,42,Whole Year ,"mothbeans,rice,muskmelon"
108,46,17,6.93221485,5.5,43,Autumn     ,"rice,muskmelon,mango"
132,41,22,7.810865753,5.5,44,Autumn     ,"maize,grapes,blackgram"
103,42,17,6.527541661,5.5,42,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
133,50,25,7.569454601,5,33,Rabi       ,"pigeonpeas,apple,coffee"
127,37,18,7.041065585,5.5,32,Rabi       ,"banana,mothbeans,mungbean"
110,39,25,7.208795456,5.5,35,Rabi       ,"lentil,pomegranate,watermelon"
131,38,19,6.814341946,6.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
108,38,24,7.442217061,5,30,Rabi       ,"pigeonpeas,apple,coffee"
122,40,17,6.854558957,4,25,Rabi       ,"banana,mothbeans,mungbean"
111,50,15,7.884550475,5.5,27,Rabi       ,"lentil,pomegranate,watermelon"
140,40,17,6.006085786,5.5,28,Rabi       ,"orange,papaye,coconut"
100,40,20,7.432043735,6.5,31,Rabi       ,"cotton,jute,coffee"
123,50,16,6.498052108,4,32,Rabi       ,"mothbeans,rice,muskmelon"
107,36,21,6.205263534,6,33,Rabi       ,"rice,muskmelon,mango"
118,50,19,6.360812227,5,36,Rabi       ,"maize,grapes,blackgram"
103,51,20,7.046607434,5.5,39,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
133,57,19,7.947011366,5.5,7,Whole Year ,"pigeonpeas,apple,coffee"
129,47,20,6.281913858,5.5,6,Whole Year ,"banana,mothbeans,mungbean"
116,52,19,6.114525877,5.5,44,Kharif     ,"lentil,pomegranate,watermelon"
114,40,23,6.753978061,5.5,42,Kharif     ,"orange,papaye,coconut"
131,60,17,7.425041316,5.5,43,Kharif     ,"cotton,jute,coffee"
107,43,18,6.745104394,5.5,44,Kharif     ,"mothbeans,rice,muskmelon"
123,44,21,7.641116569,5.5,42,Kharif     ,"rice,muskmelon,mango"
112,49,25,6.470135478,5.5,33,Kharif     ,"maize,grapes,blackgram"
119,44,15,7.091992365,5.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
130,59,19,6.520403794,5,35,Kharif     ,"pigeonpeas,apple,coffee"
127,53,24,6.127939628,5.5,31,Kharif     ,"banana,mothbeans"
134,52,18,7.994679507,5.5,30,Kharif     ,"cotton,jute,coffee"
109,36,18,7.524707577,6.5,25,Kharif     ,"mothbeans,rice,muskmelon"
100,48,17,7.827877818,5,27,Kharif     ,"rice,muskmelon,mango"
132,52,19,6.436691764,4,28,Kharif     ,"maize,grapes,blackgram"
102,37,25,5.907930899,5.5,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
111,39,22,6.135025006,5.5,32,Kharif     ,"pigeonpeas,apple,coffee"
117,51,15,6.044556594,6.5,33,Kharif     ,"banana,mothbeans,mungbean"
136,36,24,7.59781958,4,36,Kharif     ,"lentil,pomegranate,watermelon"
134,56,18,6.691268104,6,39,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
112,54,15,6.175492306,5,7,Rabi       ,"pigeonpeas,apple,coffee"
105,56,15,7.272316209,5.5,6,Rabi       ,"banana,mothbeans,mungbean"
140,45,15,5.801047545,5.5,44,Rabi       ,"lentil,pomegranate,watermelon"
126,46,25,6.757457943,5.5,42,Rabi       ,"orange,papaye,coconut"
106,49,24,6.983395573,5.5,43,Rabi       ,"cotton,jute,coffee"
121,53,19,7.976889498,5.5,44,Rabi       ,"mothbeans,rice,muskmelon"
108,60,17,6.558902588,5.5,42,Rabi       ,"rice,muskmelon,mango"
116,56,17,7.979090365,5.5,33,Rabi       ,"maize,grapes"
100,52,19,7.903528673,5.5,32,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
129,43,16,6.73210948,5.5,35,Rabi       ,"pigeonpeas,apple,coffee"
118,44,23,6.691690476,5.5,31,Kharif     ,"banana,mothbeans,mungbean"
117,43,25,7.839849298,5,30,Kharif     ,"lentil,pomegranate,watermelon"
126,37,21,6.61448588,5.5,25,Kharif     ,"orange,papaye,coconut"
120,48,16,7.456971816,5.5,27,Kharif     ,"cotton,jute,coffee"
102,45,16,7.2942193,6.5,28,Kharif     ,"mothbeans,rice,muskmelon"
131,56,20,7.762647875,5,31,Kharif     ,"rice,muskmelon,mango"
114,40,17,6.363406102,4,32,Kharif     ,"maize,grapes,blackgram"
101,37,18,7.63737841,5.5,33,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
106,46,20,6.200671976,5.5,36,Kharif     ,"pigeonpeas,apple,coffee"
113,38,20,6.364729934,6.5,39,Kharif     ,"banana,mothbeans,mungbean"
102,53,21,6.913678684,4,7,Kharif     ,"rice,muskmelon,mango"
110,39,18,7.766259769,6,6,Kharif     ,"maize,grapes,blackgram"
107,58,15,7.55606399,5,44,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
120,60,15,7.288377241,5.5,42,Kharif     ,"pigeonpeas,apple,coffee"
89,47,38,6.002524871,5.5,43,Kharif     ,"banana,mothbeans,mungbean"
60,37,39,6.033485257,5.5,35,Rabi       ,"lentil,pomegranate,watermelon"
63,41,45,7.121933579,5.5,31,Rabi       ,"orange,papaye,coconut"
86,40,39,6.207459637,5.5,30,Rabi       ,"cotton,jute,coffee"
96,41,40,6.090060478,5.5,25,Rabi       ,"mothbeans,rice,muskmelon"
100,35,36,6.346715209,5.5,27,Rabi       ,"rice,muskmelon,mango"
63,37,43,6.661957897,5.5,28,Rabi       ,"maize,grapes,blackgram"
70,43,40,6.176860192,5.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
67,55,44,7.251847296,5.5,32,Rabi       ,"pigeonpeas,apple,coffee"
74,40,40,6.386259978,5,33,Rabi       ,"banana,mothbeans"
89,53,44,7.319735475,5.5,36,Rabi       ,"lentil,pomegranate,watermelon"
74,46,45,6.025028997,5.5,39,Whole Year ,"orange,papaye,coconut"
89,41,38,6.344751947,6.5,7,Whole Year ,"cotton,jute,coffee"
60,55,40,7.02777956,5,6,Kharif     ,"mothbeans,rice,muskmelon"
67,43,38,7.299304715,4,44,Kharif     ,"rice,muskmelon,mango"
70,38,35,7.014063944,5.5,42,Kharif     ,"maize,grapes,blackgram"
74,49,38,7.488014404,5.5,43,Kharif     ,chickpea
90,40,39,6.626503893,6.5,44,Kharif     ,"pigeonpeas,apple,coffee"
82,35,44,6.239011,4,42,Kharif     ,"banana,mothbeans,mungbean"
73,45,37,6.742688094,6,33,Kharif     ,"lentil,pomegranate,watermelon"
85,53,38,6.588017308,5,32,Kharif     ,"orange,papaye,coconut"
81,56,36,7.097586415,5.5,35,Kharif     ,"cotton,jute,coffee"
84,55,38,6.956682743,5.5,31,Kharif     ,"mothbeans,rice,muskmelon"
80,45,42,7.380396262,5.5,30,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
76,54,45,6.176618831,5.5,25,Kharif     ,"pigeonpeas,apple,coffee"
76,56,39,6.551130445,5.5,27,Kharif     ,"banana,mothbeans,mungbean"
81,40,45,6.427726565,5.5,28,Rabi       ,"lentil,pomegranate,watermelon"
76,44,45,6.740947635,5.5,31,Rabi       ,"orange,papaye,coconut"
69,47,40,6.130136384,5.5,32,Rabi       ,"cotton,jute,coffee"
82,40,45,6.667633355,5.5,33,Rabi       ,"mothbeans,rice,muskmelon"
69,57,35,6.186814392,5.5,36,Rabi       ,"rice,muskmelon,mango"
81,36,38,6.334837865,5,39,Rabi       ,"maize,grapes,blackgram"
67,60,38,7.16214284,5.5,7,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
72,51,40,7.422318499,5.5,6,Rabi       ,"pigeonpeas,apple,coffee"
65,39,45,6.768001309,6.5,44,Rabi       ,"banana,mothbeans,mungbean"
78,50,43,6.348441469,5,42,Rabi       ,"lentil,pomegranate,watermelon"
77,52,41,6.097294061,4,43,Rabi       ,"orange,papaye,coconut"
89,52,42,6.14132902,5.5,44,Rabi       ,"cotton,jute,coffee"
62,49,37,7.479248124,5.5,42,Rabi       ,"mothbeans,rice,muskmelon"
90,48,45,6.509174789,6.5,33,Rabi       ,"rice,muskmelon,mango"
66,47,36,6.57256106,4,32,Whole Year ,"maize,grapes,blackgram"
80,52,39,7.165696848,6,35,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
89,52,45,7.207457208,5,31,Whole Year ,"pigeonpeas,apple,coffee"
77,51,44,7.124333547,5.5,30,Kharif     ,"banana,mothbeans,mungbean"
94,37,41,6.463538707,5.5,25,Kharif     ,"lentil,pomegranate,watermelon"
75,41,35,6.856833064,5.5,27,Kharif     ,"chickpea,kidneybeans"
60,55,36,7.132389299,5.5,28,Kharif     ,"pigeonpeas,apple,coffee"
62,56,35,6.235357638,5.5,31,Kharif     ,"banana,mothbeans,mungbean"
84,40,42,6.704273839,5.5,32,Kharif     ,"lentil,pomegranate,watermelon"
100,56,40,7.433313409,5.5,33,Kharif     ,"orange,papaye,coconut"
75,56,44,6.109478059,5.5,36,Kharif     ,"cotton,jute,coffee"
78,46,42,7.095413294,5.5,39,Kharif     ,"mothbeans,rice,muskmelon"
82,48,36,6.352076783,5.5,7,Kharif     ,"rice,muskmelon,mango"
100,58,41,6.658769991,5,6,Kharif     ,"maize,grapes,blackgram"
88,50,40,7.051822472,5.5,44,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
67,41,40,7.333143205,5.5,42,Kharif     ,"pigeonpeas,apple,coffee"
72,42,43,6.352771037,6.5,43,Kharif     ,"banana,mothbeans,mungbean"
89,40,43,7.124050134,5,44,Kharif     ,"lentil,pomegranate,watermelon"
89,57,43,6.998787171,4,42,Kharif     ,"orange,papaye,coconut"
61,41,44,6.537914958,5.5,33,Kharif     ,"cotton,jute,coffee"
79,45,43,7.171054239,5.5,32,Kharif     ,"mothbeans,rice,muskmelon"
84,40,43,7.228268228,6.5,35,Kharif     ,"rice,muskmelon,mango"
98,43,35,7.319952206,4,31,Kharif     ,"maize,grapes,blackgram"
75,36,44,6.613341343,6,30,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
89,58,35,6.096838784,5,25,Kharif     ,"pigeonpeas,apple,coffee"
91,41,37,6.132570523,5.5,27,Rabi       ,"banana,mothbeans,mungbean"
77,48,36,7.36008498,5.5,28,Rabi       ,"lentil,pomegranate,watermelon"
66,58,35,7.321619041,5.5,31,Rabi       ,"cotton,jute,coffee"
62,59,41,7.175170657,5.5,32,Rabi       ,"mothbeans,rice,muskmelon"
82,35,35,7.299076163,5.5,33,Rabi       ,"rice,muskmelon,mango"
61,41,35,6.842966479,5.5,36,Rabi       ,"maize,grapes,blackgram"
